2020-07-01 17:10:25.775243 ; Session        ; Debug       ; Session log loaded as 'C:\Users\ae1\Source\Repos\tarang1606\FieldFox-N9918B-SA\FieldFox.SA.N9918B\bin\Debug\SessionLogs\tap 2020-07-01 17-10-25.txt'. [6.35 ms]
2020-07-01 17:10:54.652524 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Execution/OfferBreakExample.cs [5.22 ms]
2020-07-01 17:10:54.655516 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Execution/SetVerdict.cs [2.73 ms]
2020-07-01 17:10:54.659506 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Settings/EnabledCheckBoxes.cs [4.25 ms]
2020-07-01 17:10:54.663496 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Settings/ListOfObjects.cs [3.75 ms]
2020-07-01 17:10:54.688428 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Settings/RuleValidation.cs [24.7 ms]
2020-07-01 17:10:54.702391 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SDK/Examples/PluginDevelopment.Gui/PluginDevelopment.Gui.csproj [13.5 ms]
2020-07-01 17:10:54.758242 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SDK/Examples/PluginDevelopment.Gui/Properties/AssemblyInfo.cs [55.8 ms]
2020-07-01 17:10:54.763228 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SDK/Examples/PluginDevelopment.Gui/Properties/launchSettings.json [5.24 ms]
2020-07-01 17:10:54.815090 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SDK/Examples/PluginDevelopment.Gui/GUI/CustomControlProvider.cs [52.0 ms]
2020-07-01 17:10:54.828055 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SDK/Examples/PluginDevelopment.Gui/GUI/DockablePanel.cs [12.9 ms]
2020-07-01 17:10:54.845010 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SDK/Examples/PluginDevelopment.Gui/GUI/ToolsMenu.cs [17.1 ms]
2020-07-01 17:10:54.872934 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SDK/Examples/TestPlanExecution/BuildTestPlan.Api/BuildTestPlan.Api.csproj [27.4 ms]
2020-07-01 17:10:54.916818 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SDK/Examples/TestPlanExecution/BuildTestPlan.Api/Program.cs [44.3 ms]
2020-07-01 17:10:54.955714 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SDK/Examples/TestPlanExecution/BuildTestPlan.Api/Properties/AssemblyInfo.cs [38.8 ms]
2020-07-01 17:10:55.000594 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SDK/Examples/TestPlanExecution/RunTestPlan.Api/Program.cs [44.8 ms]
2020-07-01 17:10:55.006577 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SDK/Examples/TestPlanExecution/RunTestPlan.Api/RunTestPlan.Api.csproj [5.57 ms]
2020-07-01 17:10:55.012562 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SDK/Examples/TestPlanExecution/RunTestPlan.Api/Properties/AssemblyInfo.cs [6.31 ms]
2020-07-01 17:10:55.034503 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/Microsoft.Build.Utilities.Core.15.1.0.0/Microsoft.Build.Utilities.Core.dll [22.2 ms]
2020-07-01 17:10:55.048465 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/Microsoft.Build.Framework.15.1.0.0/Microsoft.Build.Framework.dll [13.6 ms]
2020-07-01 17:10:55.097335 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Text.Encoding.CodePages.4.0.2.0/System.Text.Encoding.CodePages.dll [48.6 ms]
2020-07-01 17:10:55.109303 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Runtime.4.1.2.0/System.Runtime.dll [11.7 ms]
2020-07-01 17:10:55.130249 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Resources.ResourceManager.4.0.1.0/System.Resources.ResourceManager.dll [21.2 ms]
2020-07-01 17:10:55.140220 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.IO.4.1.2.0/System.IO.dll [9.96 ms]
2020-07-01 17:10:55.155180 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Text.Encoding.4.0.11.0/System.Text.Encoding.dll [14.8 ms]
2020-07-01 17:10:55.178119 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Collections.4.0.11.0/System.Collections.dll [23.1 ms]
2020-07-01 17:10:55.189090 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Threading.4.0.11.0/System.Threading.dll [11.0 ms]
2020-07-01 17:10:55.214023 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Runtime.InteropServices.4.1.2.0/System.Runtime.InteropServices.dll [25.0 ms]
2020-07-01 17:10:55.229981 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Reflection.4.1.2.0/System.Reflection.dll [15.8 ms]
2020-07-01 17:10:55.244942 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Runtime.Handles.4.0.1.0/System.Runtime.Handles.dll [14.4 ms]
2020-07-01 17:10:55.256908 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Globalization.4.0.11.0/System.Globalization.dll [12.2 ms]
2020-07-01 17:10:55.263891 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Runtime.Extensions.4.1.2.0/System.Runtime.Extensions.dll [7.12 ms]
2020-07-01 17:10:55.299796 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SDK/package.xml [36.0 ms]
2020-07-01 17:10:55.317747 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2020-07-01 17:10:55.317747 ; Installer      ; Information ; Installed SDK version 9.7.0+c65b0c5a [1.56 s]
2020-07-01 17:10:55.363624 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/Visual Studio SDK CE/OpenTap.VSSdk.Debugger.dll [41.5 ms]
2020-07-01 17:10:55.389555 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/Visual Studio SDK CE/Install/OpenTap.VSSdk.vsix [25.8 ms]
2020-07-01 17:10:55.447400 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/Visual Studio SDK CE/Install/OpenTap.VSSdk.Installer.dll [57.8 ms]
2020-07-01 17:10:55.472333 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/EnvDTE.8.0.0.0/EnvDTE.dll [25.0 ms]
2020-07-01 17:10:55.487293 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/stdole.7.0.3300.0/stdole.dll [14.7 ms]
2020-07-01 17:10:55.493277 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/Visual Studio SDK CE/package.xml [6.01 ms]
2020-07-01 17:10:55.493277 ; Plugin         ; Debug       ; Running 'C:\Users\ae1\Source\Repos\tarang1606\FieldFox-N9918B-SA\FieldFox.SA.N9918B\bin\Debug\tap.exe' in 'C:\Users\ae1\Source\Repos\tarang1606\FieldFox-N9918B-SA\FieldFox.SA.N9918B\bin\Debug' with arguments: 'sdk vs-integration --install'.
2020-07-01 17:10:57.035154 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2020-07-01 17:10:57.035154 ; Installer      ; Information ; Installed Visual Studio SDK CE version 1.0.8+30d65bf9 [1.71 s]
2020-07-01 17:10:57.135886 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SQLite and PostgreSQL/Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll [97.0 ms]
2020-07-01 17:10:57.193731 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SQLite and PostgreSQL/Keysight.OpenTap.Plugins.ResultListener.SQLite.dll [57.5 ms]
2020-07-01 17:10:57.273518 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SQLite and PostgreSQL/Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll [80.4 ms]
2020-07-01 17:10:57.494927 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/x86/SQLite.Interop.dll [221 ms]
2020-07-01 17:10:57.877903 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/x64/SQLite.Interop.dll [382 ms]
2020-07-01 17:10:58.442393 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Data.SQLite.1.0.109.0/System.Data.SQLite.dll [564 ms]
2020-07-01 17:10:58.627899 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/Npgsql.4.0.4.0/Npgsql.dll [185 ms]
2020-07-01 17:10:58.646848 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Threading.Tasks.Extensions.4.2.0.0/System.Threading.Tasks.Extensions.dll [18.8 ms]
2020-07-01 17:10:58.655825 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Runtime.CompilerServices.Unsafe.4.0.4.0/System.Runtime.CompilerServices.Unsafe.dll [8.94 ms]
2020-07-01 17:10:58.711674 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Runtime.4.1.2.0/System.Runtime.dll [55.5 ms]
2020-07-01 17:10:58.714666 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/SQLite and PostgreSQL/package.xml [2.91 ms]
2020-07-01 17:10:58.714666 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2020-07-01 17:10:58.714666 ; Installer      ; Information ; Installed SQLite and PostgreSQL version 9.4.2+3009aace [1.67 s]
2020-07-01 17:10:58.769520 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/CSV/Keysight.OpenTap.Plugins.Csv.dll [51.9 ms]
2020-07-01 17:10:58.772512 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/CSV/package.xml [2.66 ms]
2020-07-01 17:10:58.772512 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2020-07-01 17:10:58.772512 ; Installer      ; Information ; Installed CSV version 9.7.1+0031e3f6 [58.3 ms]
2020-07-01 17:10:58.982948 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/WPF Controls/Keysight.OpenTap.Wpf.dll [205 ms]
2020-07-01 17:10:59.200368 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/Keysight.Ccl.Wsl.4.0.1.9/Keysight.Ccl.Wsl.dll [217 ms]
2020-07-01 17:10:59.283147 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/Keysight.Ccl.Licensing.Api.5.2.0.5231/Keysight.Ccl.Licensing.Api.dll [82.7 ms]
2020-07-01 17:10:59.471643 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/MahApps.Metro.1.3.0.0/MahApps.Metro.dll [189 ms]
2020-07-01 17:10:59.481616 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Windows.Interactivity.4.5.0.0/System.Windows.Interactivity.dll [9.17 ms]
2020-07-01 17:10:59.491589 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/Microsoft.Expression.Interactions.4.5.0.0/Microsoft.Expression.Interactions.dll [10.2 ms]
2020-07-01 17:10:59.495579 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/WPF Controls/package.xml [4.04 ms]
2020-07-01 17:10:59.495579 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2020-07-01 17:10:59.495579 ; Installer      ; Information ; Installed WPF Controls version 9.7.1+0031e3f6 [722 ms]
2020-07-01 17:10:59.610271 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/OSIntegration/OpenTap.OSIntegration.Windows.dll [110 ms]
2020-07-01 17:10:59.613264 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/OSIntegration/package.xml [3.01 ms]
2020-07-01 17:10:59.613264 ; Plugin         ; Debug       ; Running 'C:\Users\ae1\Source\Repos\tarang1606\FieldFox-N9918B-SA\FieldFox.SA.N9918B\bin\Debug\tap.exe' in 'C:\Users\ae1\Source\Repos\tarang1606\FieldFox-N9918B-SA\FieldFox.SA.N9918B\bin\Debug' with arguments: 'path register'.
2020-07-01 17:11:01.555457 ; Plugin         ; Debug       ; Skipping OS Integration (OPENTAP_DEBUG_INSTALL environment variable is set).
2020-07-01 17:11:01.595347 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2020-07-01 17:11:01.595347 ; Installer      ; Information ; Installed OSIntegration version 1.3.0+f4db057d [2.10 s]
2020-07-01 17:11:01.595347 ; Installer      ; Information ; Package 'OSIntegration' contains possibly relevant plugins for next package installations. Searching for plugins.. [2.10 s]
2020-07-01 17:11:01.630253 ; Resolver       ; Debug       ; Found 71/71 assembly files. [23.6 ms]
2020-07-01 17:11:01.747939 ; Searcher       ; Debug       ; Ordered 51 assemblies according to references. [117 ms]
2020-07-01 17:11:01.931449 ; PluginManager  ; Debug       ; Found 11 plugin assemblies containing 199 plugin types. [301 ms]
2020-07-01 17:11:01.931449 ; PluginManager  ; Debug       ; Found version 9.7.0+c65b0c5a   of OpenTap.dll
2020-07-01 17:11:01.931449 ; PluginManager  ; Debug       ; Found version 9.7.0+c65b0c5a   of OpenTap.Package.dll
2020-07-01 17:11:01.931449 ; PluginManager  ; Debug       ; Found version 9.7.0+c65b0c5a   of OpenTap.Plugins.BasicSteps.dll
2020-07-01 17:11:01.931449 ; PluginManager  ; Debug       ; Found version 9.7.1+0031e3f6   of Keysight.OpenTap.Plugins.Csv.dll from C:\Users\ae1\Source\Repos\tarang1606\FieldFox-N9918B-SA\FieldFox.SA.N9918B\bin\Debug\Packages\CSV\Keysight.OpenTap.Plugins.Csv.dll
2020-07-01 17:11:01.931449 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll from C:\Users\ae1\Source\Repos\tarang1606\FieldFox-N9918B-SA\FieldFox.SA.N9918B\bin\Debug\Packages\OSIntegration\OpenTap.OSIntegration.Windows.dll
2020-07-01 17:11:01.931449 ; PluginManager  ; Debug       ; Found version                  of OpenTap.Sdk.New.dll from C:\Users\ae1\Source\Repos\tarang1606\FieldFox-N9918B-SA\FieldFox.SA.N9918B\bin\Debug\Packages\SDK\OpenTap.Sdk.New.dll
2020-07-01 17:11:01.931449 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll from C:\Users\ae1\Source\Repos\tarang1606\FieldFox-N9918B-SA\FieldFox.SA.N9918B\bin\Debug\Packages\SQLite and PostgreSQL\Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2020-07-01 17:11:01.931449 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll from C:\Users\ae1\Source\Repos\tarang1606\FieldFox-N9918B-SA\FieldFox.SA.N9918B\bin\Debug\Packages\SQLite and PostgreSQL\Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2020-07-01 17:11:01.931449 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll from C:\Users\ae1\Source\Repos\tarang1606\FieldFox-N9918B-SA\FieldFox.SA.N9918B\bin\Debug\Packages\SQLite and PostgreSQL\Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2020-07-01 17:11:01.931449 ; PluginManager  ; Debug       ; Found version 9.7.1+0031e3f6   of Keysight.OpenTap.Wpf.dll from C:\Users\ae1\Source\Repos\tarang1606\FieldFox-N9918B-SA\FieldFox.SA.N9918B\bin\Debug\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2020-07-01 17:11:01.931449 ; PluginManager  ; Debug       ; Found version 1.0.8+30d65bf9   of OpenTap.VSSdk.Installer.dll from C:\Users\ae1\Source\Repos\tarang1606\FieldFox-N9918B-SA\FieldFox.SA.N9918B\bin\Debug\Packages\Visual Studio SDK CE\Install\OpenTap.VSSdk.Installer.dll
2020-07-01 17:11:01.931449 ; PluginManager  ; Debug       ; Searched 71 Assemblies. [301 ms]
2020-07-01 17:11:01.932447 ; PluginManager  ; Debug       ; Loaded OpenTap. [138 us]
2020-07-01 17:11:01.932447 ; PluginManager  ; Debug       ; Loaded OpenTap.Package. [334 us]
2020-07-01 17:11:01.932447 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [371 us]
2020-07-01 17:11:01.938430 ; PluginManager  ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [5.03 ms]
2020-07-01 17:11:02.021210 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/ResultsViewer.exe [76.3 ms]
2020-07-01 17:11:02.095011 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/RunExplorer.exe [73.4 ms]
2020-07-01 17:11:02.124932 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/ResultsViewerHelp.chm [29.9 ms]
2020-07-01 17:11:02.166819 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/RunExplorerHelp.chm [42.3 ms]
2020-07-01 17:11:02.219680 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/Editor CE/Keysight.OpenTap.CommunityEditionPopup.dll [51.8 ms]
2020-07-01 17:11:02.249598 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/Editor CE/EULA.rtf [30.6 ms]
2020-07-01 17:11:02.337365 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/DocX.1.0.0.22/DocX.dll [87.5 ms]
2020-07-01 17:11:02.412163 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/OxyPlot.1.0.0.0/OxyPlot.dll [74.6 ms]
2020-07-01 17:11:02.470010 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/OxyPlot.Wpf.1.0.0.0/OxyPlot.Wpf.dll [58.1 ms]
2020-07-01 17:11:02.545807 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/ReactiveUI.6.5.0.0/ReactiveUI.dll [75.1 ms]
2020-07-01 17:11:02.550794 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Reactive.Interfaces.2.2.5.0/System.Reactive.Interfaces.dll [5.50 ms]
2020-07-01 17:11:02.631576 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Reactive.Core.2.2.5.0/System.Reactive.Core.dll [80.4 ms]
2020-07-01 17:11:02.677454 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Reactive.Linq.2.2.5.0/System.Reactive.Linq.dll [46.0 ms]
2020-07-01 17:11:02.739290 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/Splat.1.6.2.0/Splat.dll [62.3 ms]
2020-07-01 17:11:02.747269 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Reactive.Windows.Threading.2.2.5.0/System.Reactive.Windows.Threading.dll [7.38 ms]
2020-07-01 17:11:02.755246 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Dependencies/System.Reactive.PlatformServices.2.2.5.0/System.Reactive.PlatformServices.dll [7.73 ms]
2020-07-01 17:11:02.771206 ; package        ; Debug       ; Decompressed C:/Users/ae1/Source/Repos/tarang1606/FieldFox-N9918B-SA/FieldFox.SA.N9918B/bin/Debug/Packages/Results Viewer CE/package.xml [16.3 ms]
2020-07-01 17:11:02.771206 ; Plugin         ; Debug       ; Running 'C:\Users\ae1\Source\Repos\tarang1606\FieldFox-N9918B-SA\FieldFox.SA.N9918B\bin\Debug\tap.exe' in 'C:\Users\ae1\Source\Repos\tarang1606\FieldFox-N9918B-SA\FieldFox.SA.N9918B\bin\Debug' with arguments: 'communityeditionpopup'.
2020-07-01 17:11:04.804629 ; Package        ; Debug       ; Available custom actions for 'install' stage. (1 actions: OS Integration - File associations and start menu items)
2020-07-01 17:11:04.810614 ; OS Integration ; Information ; Skipping OS Integration (OPENTAP_DEBUG_INSTALL environment variable is set).
2020-07-01 17:11:04.810614 ; Installer      ; Information ; Installed Results Viewer CE version 9.7.1+0031e3f6 [3.21 s]
